name	appos	cc	clf	comp	comp:aux	comp:cleft	comp:obj	comp:obl	comp:pred	compound	compound:prt	compound:redup	compound:svc	conj	conj:appos	conj:coord	conj:dicto	conj:emb	conj:obj	det	det:num	discourse	dislocated	flat	flat:foreign	flat:name	goeswith	list	mod	mod:appos	mod:emph	mod:num	mod:periph	mod:poss	orphan	parataxis	parataxis:conj	parataxis:discourse	parataxis:dislocated	parataxis:insert	parataxis:obj	parataxis:parenth	punct	reparandum	subj	udep	unk	vocative	total
Persian	2.99512	-3.46121	0	0.11187	0.78279	0	0.79005	-2.42035	-2.35241	-1.27767	0	0	0	5.08169	0	0	0	4.88257	0	-1.02673	0	0	-11.12857	1.04993	0	0	1.0	0	0.03907	0	0	0	0	0	0	4.83103	0	0	0	0	0	0	3.96687	0	-7.73288	-4.39066	1.41698	-6.52917	-0.3125585946243665
Finnish	2.85106	-1.8157	0	1.21925	1.42387	0	1.02659	2.40443	1.59545	-0.67572	0	0	0	4.28121	0	0	0	4.07277	0	-1.2976	0	2.17048	0	1.16443	0	0	1.0	0	-0.1108	0	0	0	0	0	-0.57333	9.13234	0	0	0	0	0	0	3.15701	-1.82353	-0.64196	0.96198	-0.13317	-0.93496	0.9545674815806169
Faroese	3.41102	-2.4176	0	1.57574	0.94466	0	1.79899	1.4994	0.91271	1.23717	0	0	0	7.45511	0	0	0	4.21875	0	-1.25814	0	-4.45833	0	1.03604	0	0	0	0	0.12757	0	0	0	0	0	1.0	3.98611	0	0	0	0	0	0	1.7775	0	-0.79863	1.72005	0.80456	-3.27184	1.2187541218834779
French	3.21409	-2.22397	0	1.80564	1.3031	6.30183	1.94589	1.18209	1.79633	1.09167	0	0	0	6.35289	4.66434	4.30013	2.4376	6.29041	0	-1.14334	0	-1.11322	-2.21103	1.02566	0	1.66667	1.02439	0	0.93668	0	0	0	0	0	3.628	11.81485	0	0	0	4.5	3.89362	1.84091	7.48136	-1.09524	-2.94188	1.4647	1.29954	-6.46821	1.6376335722351054
OldFrench	2.53395	-2.9734	0	0.97587	1.23947	0	1.12207	-0.49289	0.96184	1.0	0	0	0	3.78617	0	0	0	4.82759	0	-1.10493	0	-5.59286	-2.6063	1.2	0	0	0	0	-0.15448	0	0	0	0	0	0	-2.81971	0	0	0	0	0	0	0	0	-1.19412	-0.11222	-1.297	-3.47108	0.1570371833468676
Irish	4.31988	-1.41535	0	1.70756	0	0	1.10723	4.98198	3.77895	1.12851	0	0	0	5.64864	0	0	0	4.0	0	-0.65453	0	1.64865	11.77193	1.44645	0	0	1.0	4.03604	1.81322	0	0	0	0	0	6.91667	15.79379	0	0	0	0	0	0	9.00107	0	1.74397	2.77703	-0.32769	1.37037	2.3085373500084505
Gaelic	4.38776	-1.95076	0	1.86767	0	0	1.43237	3.43737	2.6645	1.05574	0	0	0	8.75537	0	0	0	9.47511	0	-0.94918	0	-1.27976	-3.45455	1.42537	0	0	0	0	1.26309	0	0	0	0	0	0	8.44804	0	0	0	0	0	0	8.47307	-2.42105	1.57736	2.27851	-0.34585	4.05618	1.9923966334464422
Galician	4.45679	3.13103	0	2.04934	0.53295	0	1.78786	4.16952	1.08607	1.17391	0	0	0	6.25552	0	0	0	5.85	0	-1.14475	0	-4.66667	0	3.35902	0	0	0	5.25	1.36546	0	0	0	0	0	-3.0	10.16129	0	0	0	0	0	0	8.97373	0	-2.64723	1.13263	1.74261	-8.0	1.8424949017905436
Gothic	3.11367	0.16245	0	0.99003	0	0	1.17607	1.0197	-0.08221	0	0	0	0	4.37383	0	0	0	3.61983	0	-0.76817	0	-2.28128	-4.52778	1.08333	0	0	0	0	0.04316	0	0	0	0	0	1.22222	5.0122	0	0	0	0	0	0	0	0	-0.96507	0.67808	1.00893	-1.07914	0.6410165240895587
AncientGreek	3.89007	1.32672	0	0.86078	2.05217	0	1.01583	0.51337	0.16228	0	0	0	0	5.19029	0	0	0	3.91421	0	-1.08084	0	-3.60052	-5.65842	1.33451	0	0	0	0	-0.95378	0	0	0	0	0	1.01062	3.32123	0	0	0	0	0	0	5.5326	0	-1.58279	-0.3534	1.68103	-2.1447	0.3989854383926199
SwissGerman	2.4	-2.71429	0	1.61871	3.58491	0	0.99615	0.63636	0.75862	1.85714	0	0	0	5.87805	0	0	0	0	0	-1.29268	0	0	0	1.0	0	0	0	0	-0.09125	0	0	0	0	0	0	7.66667	0	0	0	0	0	0	6.13483	0	-1.05263	-1.42029	-2.5	0	1.204998767745599
MbyáGuaraní	2.17241	-3.84746	0	-0.93244	-1.5	0	-0.93343	3.0	-1.0	1.55663	0	0	0	4.66142	0	0	0	2.0	0	-1.13514	0	-2.46154	-2.76	1.16667	0	0	1.0	6.0	-1.46272	0	0	0	0	0	0	3.02559	0	0	0	0	0	0	1.93603	-1.8	-1.54286	-1.88843	1.73608	-1.625	0.012363239311569374
Manx	3.11111	-1.35472	0	1.81208	0	0	1.36457	3.3913	2.88687	2.0	0	0	0	7.13445	0	0	0	2.0	0	-0.9736	0	-2.0	0	1.13333	0	0	0	0	1.63777	0	0	0	0	0	2.0	9.28235	0	0	0	0	0	0	6.75635	-2.0	1.41683	2.09783	1.01613	3.66667	2.2156302339257707
Hebrew	4.77157	-2.29572	0	1.81277	2.67455	0	1.79607	2.3125	1.66859	1.42415	0	0	0	6.90243	0	0	0	7.0	0	-0.97837	0	0.0	-8.25	1.10846	0	0	2.0	0	1.38158	0	0	0	0	0	0	6.63782	0	0	0	0	0	0	8.90286	0	-2.29304	1.42454	0.52184	0	1.867134692945572
Hindi	3.03604	-5.41549	0	-0.49889	-0.85816	0	-0.26064	-4.98889	-1.37027	-1.3042	0	0	0	5.69796	0	0	0	5.63095	0	-1.22765	0	0.56287	3.37644	1.07805	0	0	0	5.0	-2.44278	0	0	0	0	0	0	10.01075	0	0	0	0	0	0	5.12781	0	-6.25662	-4.23556	0.93209	-3.0	-1.1110787864603544
Croatian	3.48528	-1.89972	0	1.38675	1.42041	0	1.3673	0.9671	1.58785	-0.1	0	0	0	5.36371	0	0	0	5.42308	0	-1.34366	0	-2.15286	-6.85714	1.39514	0	0	0	4.45833	-0.05526	0	0	0	0	0	-2.35417	7.4687	0	0	0	0	0	0	6.0881	0	-1.18298	0.47139	-0.62602	-1.04167	1.364631026835958
UpperSorbian	3.95597	-1.95078	0	1.58736	6.83673	0	1.63263	-0.53333	2.53543	-0.13208	0	0	0	4.6975	0	0	0	5.0	0	-1.4135	0	1.0	0	2.30216	0	0	0	6.18182	-0.46749	0	0	0	0	0	0.16667	5.81356	0	0	0	0	0	0	3.73231	0	-1.76351	-1.19886	-0.33158	0	1.1306479853421494
Hungarian	3.56794	-2.76796	0	0.99453	-0.32258	0	1.00414	1.76923	-0.23118	0.1728	0	0	0	7.03561	0	0	0	6.97436	0	-1.74249	0	-3.0	8.0	1.0321	0	0	1.0	5.0	-1.39215	0	0	0	0	0	-3.04819	4.52514	0	0	0	0	0	0	4.38784	0	-2.1493	-2.38493	1.2093	-3.0	0.14249285320792734
Armenian	4.17228	-3.25974	0	0.42283	-0.15315	0	1.05427	-0.66535	-0.75018	-0.49935	0	0	0	5.79117	0	0	0	4.79	0	-1.35	0	-2.89351	3.04545	1.37476	0	0	2.98529	2.77778	-1.41974	0	0	0	0	0	1.0	1.56652	0	0	0	0	0	0	1.91482	0	-2.2512	-0.46557	1.31847	-4.14286	0.29874765128700026
Indonesian	3.8173	-1.46271	-1.0	1.37396	1.10852	0	1.34151	2.45536	1.30905	1.28491	0	0	0	4.77614	0	0	0	3.81215	0	0.33825	0	-2.8	-2.33333	1.19754	0	0	1.0	0	0.94728	0	0	0	0	0	4.15385	11.30235	0	0	0	0	0	0	5.91286	0	-2.65861	1.32437	8.84044	8.0	1.7218818869597954
Icelandic	2.16248	-1.61516	0	1.56945	1.51423	0	1.6411	2.19171	0.8644	0.58997	0	0	0	7.67915	0	0	0	6.52413	0	-0.99242	0	-2.61303	-11.33333	1.1133	0	0	0	0	0.69396	0	0	0	0	0	0	6.35242	0	0	0	0	0	0	1.51438	0	-0.23949	1.87511	1.59855	1.39538	1.3882754225213918
Italian	4.69317	-1.98959	0	1.68799	1.12204	0	1.83701	0.81513	1.4254	1.09173	0	0	0	5.65695	0	0	0	4.71111	0	-1.15323	0	2.04255	-0.46729	1.09833	0	0	1.08333	11.52381	0.63848	0	0	0	0	0	0.81818	7.67912	0	0	0	0	0	0	7.11674	0	-2.26094	0.94058	1.55653	-0.60516	1.5797682657035554
Khunsari	0	-1.0	0	1.13333	4.0	0	0.92857	0	0	-0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	-1.47368	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	-2.0	-1.66667	0	0	-0.08860772151898741
Kazakh	3.16279	-3.50251	1.33333	-1.44127	-0.98276	0	-1.67115	-1.9	-1.01	-1.38281	0	0	0	3.65025	0	0	0	9.0	0	-1.22477	0	-1.01852	0	1.08889	0	0	0	0	-2.09548	0	0	0	0	0	-2.92308	-1.2125	0	0	0	0	0	0	-0.46183	0	-3.76957	-3.67866	-1.01667	-2.8	-1.6057462225953916
Kurmanji	2.83333	-2.75549	0	0.42813	1.36735	0	0.68336	2.90909	-2.26449	-1.38281	0	0	0	4.583	0	0	0	4.64286	0	-1.06604	0	-5.17857	-9.5	1.21849	0	0	0	0	-0.45738	0	0	0	0	0	-3.5	5.95833	0	0	0	0	0	0	2.1681	0	-4.55947	-4.23041	-0.10385	0	-0.23345901996370244
Korean	0.83427	-9.25885	-1.0	-2.06922	-0.98282	0	-1.94903	-4.40657	-3.20977	-1.41334	0	0	0	3.00846	0	0	0	2.4942	0	-1.33439	0	-3.41667	-6.41199	1.55045	0	0	1.04444	0	-2.51061	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0.81109	0	-3.24827	-2.2166	-0.64842	-6.3125	-1.7690071230671485
Komi-Permyak	3.42857	-2.46154	0	0.73874	1.09091	0	0.58537	3.5	0.6	-1.0	0	0	0	5.0	0	0	0	0	0	-1.33333	0	1.0	-4.0	1.0	0	0	0	3.5	-0.82353	0	0	0	0	0	2.25	6.83333	0	0	0	0	0	0	2.09524	0	-0.52809	-0.15625	1.0	-2.66667	0.6777913463751439
Komi	3.71739	-2.36179	0	0.60331	1.25	0	0.52743	1.66667	0.01639	-0.83333	0	0	0	4.51688	0	0	0	3.67857	0	-1.21368	0	-1.04762	-5.0	1.0	0	0	1.0	4.83333	-0.9324	0	0	0	0	0	1.63636	3.53333	0	0	0	0	0	0	2.4016	-2.875	-1.20935	0.03273	1.0	1.42857	0.5198090316380839
Karelian	2.26316	-1.05128	0	1.2293	1.23729	0	1.22414	0.30769	1.4902	0.4375	0	0	0	4.57576	0	0	0	4.47619	0	-0.97297	0	-5.75	0	1.56818	0	0	1.0	0	-0.65802	0	0	0	0	0	-1.5	4.95238	0	0	0	0	0	0	2.94552	0	-0.90833	0.85498	1.42105	-3.0	1.1313279362715902
Latin	2.02986	-1.92984	0	0.97649	-0.51272	0	1.42179	-0.74546	0.3177	0.4	0	0	0	5.10622	0	0	0	4.35142	0	-0.62619	0	-2.87931	0.49504	1.40318	0	0	0	0	-0.15609	0	0	0	0	0	0.97184	3.14716	0	0	0	0	0	0	4.90489	2.21986	-2.10412	-0.19996	1.31189	-1.51268	0.7916107595501999
Lithuanian	3.86667	-2.14888	0	1.41101	1.31429	0	2.17005	0.11278	1.50847	-1.44444	0	0	0	5.05752	0	0	0	4.31579	0	-1.44032	0	-3.125	-12.0	2.79263	0	0	0	2.0	-1.1965	0	0	0	0	0	6.5	-0.61806	0	0	0	0	0	0	3.4595	0	-1.08084	-0.00367	0.97403	-0.5	0.8920917170764644
Latvian	4.12963	-2.31286	0	1.38121	1.11752	0	1.62254	0.44166	1.09512	0.78593	0	0	0	5.17043	0	0	0	4.35876	0	-1.34974	0	-1.76974	-6.33333	1.04914	0	0	1.0	0	-0.78707	0	0	0	0	0	-0.25854	-0.76791	0	0	0	0	0	0	3.3392	-3.28571	-0.85275	-0.2175	0.8464	0.2561	0.8770782827449356
ClassicalChinese	0	-1.42657	0.92193	1.2352	1.37613	0	1.18511	1.71617	1.99709	-0.73639	0	0	0	1.97703	0	0	0	1.5	0	-1.12783	0	1.80398	-1.97207	1.10899	0	0	0	3.12174	-1.36921	0	0	0	0	0	1.0	2.29371	0	0	0	0	0	0	0	0	-1.81565	-0.90248	0.55968	-1.94872	0.1595535938248423
Moksha	2.66667	-2.01429	0	0.70423	1.09756	0	0.67376	-0.6	0.7619	-1.0	0	0	0	4.41237	0	0	0	2.71429	0	-1.0	0	-4.0	0	1.0	0	0	0	0	-0.80065	0	0	0	0	0	2.0	4.77778	0	0	0	0	0	0	2.46254	0	-0.87879	0.57143	-0.25	0.5	0.6924067517549458
Marathi	2.33333	-3.67692	0	-0.95737	-0.94558	0	-0.94205	-1.11905	-1.01333	-0.25	0	0	0	4.87368	0	0	0	0	0	-1.36283	0	-0.21053	-0.875	1.5	0	0	1.0	0	-2.19144	0	0	0	0	0	2.0	5.74667	0	0	0	0	0	0	0.63454	0	-2.59635	-1.52994	1.0	-2.65517	-0.8087499811808986
Maltese	4.27219	-2.26654	0	1.67767	1.07538	0	1.78049	1.93204	1.23643	-0.99535	0	0	0	6.18703	0	0	0	7.09375	0	-1.12509	0	-0.91987	-7.5	1.34431	0	0	1.0	1.97899	0.45542	0	0	0	0	0	1.5	9.35135	0	0	0	0	0	0	9.38761	2.0	-1.64933	0.80494	-0.90414	-2.65714	1.6798641180850271
Mundurukú	4.25	1.0	1.0	-0.84783	0	0	-0.84783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33333	0	0	0	0	0	0	-0.07143	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63636	0	-1.75	-0.02857	1.8	0	-0.19607996078431372
Erzya	3.92308	-1.91667	0	0.72613	1.01071	0	0.68706	0.5614	0.23622	-0.42857	0	0	0	4.71558	0	0	0	5.11364	0	-1.15738	0	-1.59322	-0.44444	1.63889	0	0	0	0	-1.0958	0	0	0	0	0	0.31034	3.48538	0	0	0	0	0	0	2.10312	2.0	-0.41569	0.33164	1.03846	-1.61194	0.7642479911973818
Dutch	2.19569	-1.9988	0	1.85737	3.38568	0	1.7431	0.99461	1.01974	1.97248	0	0	0	5.09399	0	0	0	3.78761	0	-1.39034	0	0	0	1.50246	0	0	0	0	0.02822	0	0	0	0	0	1.54762	4.71706	0	0	0	0	0	0	5.61046	0	-1.64136	-0.12295	0.98356	0	1.2850107447881547
Norwegian	4.40556	-1.92502	0	1.65611	1.50492	0	1.635	1.1544	2.02003	1.19345	0	0	0	5.4066	0	0	0	5.59217	0	-1.54463	0	-0.96479	0	1.01779	0	0	0	0	0.11744	0	0	0	0	0	1.38902	9.97137	0	0	0	0	0	0	6.22216	-2.13518	-0.92885	1.21844	-1.63155	0	1.5290257241707033
Nayini	0	-1.0	0	1.05556	3.0	0	0.94118	0	0	-0.66667	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	-1.57895	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	-2.0	-2.71429	0	0	-0.1860459302325582
Livvi	3.125	-1.08451	0	0.9638	1.05714	0	0.88816	3.0	1.03226	0.0	0	0	0	3.79661	0	0	0	4.5	0	-1.0	0	-2.0	0	1.0	0	0	2.0	0	-0.63222	0	0	0	0	0	-0.06667	5.34043	0	0	0	0	0	0	1.48718	0	-0.59589	0.68874	0.61538	3.0	0.824480109699769
OldEastSlavic	2.02578	-0.72829	0	0.99056	0.79578	0	1.08802	0.69793	0.32253	-1.32075	0	0	0	4.55714	0	0	0	6.33525	0	-0.3946	0	-2.58623	-7.13944	1.12508	0	0	1.0	0	-0.28804	0	0	0	0	0	0.46266	3.11613	0	0	0	0	0	0	3.26603	0	-0.769	0.487	0.8177	0.58016	0.6411652684081577
OldTurkish	4.0	-2.0	0	-0.45714	-0.75	0	-0.09524	0	-1.33333	-1.28571	0	0	0	3.58333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.77778	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0.84146	0	-4.23529	-4.0	0	3.0	-0.5546227731092438
Naija	0	-2.5764	0	1.84863	1.21425	4.11261	2.01118	1.99553	1.50919	1.06061	1.28415	2.16638	2.01378	4.84388	4.42775	5.94761	3.54203	0	3.0	-1.36921	-1.69574	-4.32192	-7.38736	1.04111	1.04878	0	0	0	-1.13461	1.95745	1.14907	1.26027	-9.98913	-1.25382	1.58824	4.29189	6.40745	-4.68421	-8.71831	4.6	4.58914	4.42149	2.31705	0	-1.34709	1.0	0.32394	-3.75576	1.0283729109971
Polish	2.15321	-2.02288	0	1.31812	-0.08855	0	1.51853	1.04471	1.14558	0	0	0	0	4.92642	0	0	0	5.14599	0	-1.05246	0	-1.53378	0	1.18716	0	0	0	-3.95956	-0.03663	0	0	0	0	0	-0.58333	-2.75549	0	0	0	0	0	0	3.38887	0	-1.28129	0.49836	0.70376	0.66383	1.137518375838857
Portuguese	3.60713	-2.00131	0	1.64237	1.16133	0	1.70112	1.12769	1.4174	1.28928	0	0	0	5.92168	0	0	0	4.74061	0	-1.12662	0	-5.46795	-2.5	1.17902	0	0	1.0	6.5	0.71454	0	0	0	0	0	3.58824	3.17266	0	0	0	0	0	0	6.16035	-1.0	-2.67709	1.17367	0.66917	-0.76471	1.4919187018099849
HindiEnglish	-1.41667	-3.33469	0	0.29429	-0.56668	0	0.60877	-0.0083	0.51528	-0.9929	0	0	0	5.47386	0	0	0	4.0	0	-1.55271	0	5.98527	0	1.02717	0	0	0	0	-0.65638	0	0	0	0	0	2.44444	8.12	0	0	0	0	0	0	4.44574	0	-2.4827	-0.89214	-1.54667	-2.875	0.2507848633615478
TurkishGerman	3.04762	-3.15772	0	1.05781	2.64542	0	0.79218	1.5625	0.71627	0.35	0	0	0	5.71094	0	0	0	5.06863	0	-1.17924	0	-2.01766	2.69474	1.04651	0	0	0	0	-0.61001	0	0	0	0	0	0.18182	6.42431	0	0	0	0	0	0	6.28336	-2.87045	-1.2482	-1.74681	-0.37276	-0.5	0.6855896364041937
Romanian	4.05765	-2.7018	2.0	1.08747	0.9581	0	1.23568	-0.06457	1.11718	0.53518	0	0	0	6.13613	0	0	0	7.22609	0	-0.74741	0	-2.89195	0	1.26354	0	0	1.12605	3.63636	0.73745	0	0	0	0	0	0.67873	6.39685	0	0	0	0	0	0	5.09538	6.0	-1.60455	0.97598	-0.14355	-1.50671	1.3601760405819543
