name	appos	cc	clf	comp	comp:aux	comp:cleft	comp:obj	comp:obl	comp:pred	compound	compound:prt	compound:redup	compound:svc	conj	conj:appos	conj:coord	conj:dicto	conj:emb	conj:obj	det	det:num	discourse	dislocated	flat	flat:foreign	flat:name	goeswith	list	mod	mod:appos	mod:emph	mod:num	mod:periph	mod:poss	orphan	parataxis	parataxis:conj	parataxis:discourse	parataxis:dislocated	parataxis:insert	parataxis:obj	parataxis:parenth	punct	reparandum	subj	udep	unk	vocative	total
Bhojpuri	0.00013	0.00341	0.00038	0.2026	0.03943	0.0	0.15369	0.0067	0.00278	0.20437	0.0	0.0	0.0	0.01416	0.0	0.0	0.0	0.00013	0.0	0.02199	0.0	0.00101	0.0	0.00013	0.0	0.0	0.00013	0.00126	0.10566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08784	0.0	0.03665	0.11299	0.00455	0.0	7912
Bambara	0.00123	0.00387	0.0	0.25041	0.08183	0.0	0.15388	0.01441	0.00029	0.00439	0.0	0.0	0.0	0.00375	0.0	0.0	0.0	0.0	0.0	0.0297	0.0	0.04557	0.00281	0.00439	0.0	0.0	0.0	0.0	0.04996	0.0	0.0	0.0	0.0	0.0	0.00088	0.04428	0.0	0.0	0.0	0.0	0.0	0.0	0.11399	0.00029	0.10877	0.07644	0.0024	0.00644	17072
Breton	0.0032	0.01692	0.0	0.24694	0.09132	0.0	0.13025	0.00665	0.01872	0.00156	0.0	0.0	0.0	0.01946	0.0	0.0	0.0	0.00033	0.0	0.09904	0.0	0.00016	0.00025	0.00205	0.0	0.0	0.0	0.00016	0.1314	0.0	0.0	0.0	0.0	0.0	0.00016	0.00304	0.0	0.0	0.0	0.0	0.0	0.0	0.09469	0.0	0.04738	0.06759	0.01856	0.00016	12177
Buryat	0.006	0.00765	0.0	0.10376	0.01616	0.0	0.07404	0.00542	0.00813	0.03117	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.00019	0.0	0.02284	0.0	0.03852	0.0001	0.0272	0.0	0.0	0.00019	0.00126	0.33556	0.0	0.0	0.0	0.0	0.0	0.00068	0.02652	0.0	0.0	0.0	0.0	0.0	0.0	0.1776	0.0	0.07201	0.00997	0.00745	0.00058	10332
Catalan	0.01133	0.02178	0.0	0.23908	0.02523	0.0	0.19997	0.00588	0.00723	0.00503	0.0	0.0	0.0	0.02442	0.0	0.0	0.0	0.0005	0.0	0.10665	0.0	0.0	0.0	0.02669	0.0	0.0	0.0	0.0	0.09678	0.0	0.0	0.0	0.0	0.0	2e-05	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.07887	0.0	0.04217	0.09272	0.01481	0.0	676964
Chukot	0.00929	0.02242	0.0	0.06689	0.00857	0.0	0.04684	0.00055	0.01093	0.0	0.0	0.0	0.0	0.01549	0.0	0.0	0.0	0.0	0.0	0.00711	0.0	0.05467	0.00292	0.0082	0.0	0.0	0.0	0.0	0.29761	0.0	0.0	0.0	0.0	0.0	0.002	0.06816	0.0	0.0	0.0	0.0	0.0	0.0	0.18298	0.05376	0.07454	0.05486	0.00565	0.00656	5487
Coptic	0.0055	0.02286	0.0	0.26821	0.0461	0.0	0.20535	0.00988	0.00688	0.00041	0.0	0.0	0.0	0.01792	0.0	0.0	0.0	0.00056	0.0	0.09258	0.0	0.00091	0.01173	0.00077	0.0	0.0	0.0	0.0	0.06141	0.0	0.0	0.0	0.0	0.0	0.00033	0.00927	0.0	0.0	0.0	0.0	0.0	0.0	0.04831	0.00011	0.07822	0.10619	0.00447	0.00202	63945
OldChurchSlavonic	0.00653	0.07235	0.0	0.23696	0.00294	0.0	0.16676	0.03896	0.0283	0.0	0.0	0.0	0.0	0.05028	0.0	0.0	0.0	0.00129	0.0	0.02024	0.0	0.03026	0.00204	0.00046	0.0	0.0	0.0	0.0	0.16429	0.0	0.0	0.0	0.0	0.0	0.00299	0.00107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07745	0.06549	0.02237	0.00898	67247
Welsh	0.00412	0.02381	0.0	0.24207	0.0302	0.0	0.15133	0.01068	0.04986	0.00107	0.0	0.0	0.0	0.02787	0.0	0.0	0.0	0.00104	0.0	0.05371	0.0	0.0001	0.0	0.00964	0.0	0.0	0.0	0.0	0.16511	0.0	0.0	0.0	0.0	0.0	0.0	0.00138	0.0	0.0	0.0	0.0	0.0	0.0	0.07524	0.0	0.04226	0.08762	0.02286	2e-05	41293
Danish	0.00296	0.02611	0.0	0.21259	0.02606	0.0	0.16657	0.00306	0.0169	0.00326	0.0	0.0	0.0	0.02897	0.0	0.0	0.0	0.00111	0.0	0.04522	0.0	0.00026	0.0	0.01358	0.0	0.0	7e-05	0.00164	0.15928	0.0	0.0	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.11505	2e-05	0.07502	0.09022	0.01179	0.00026	121099
Greek	0.00355	0.02727	0.0	0.17971	0.03257	0.0	0.13307	0.00311	0.01096	0.0003	0.0	0.0	0.0	0.02871	0.0	0.0	0.0	0.00036	0.0	0.16325	0.0	9e-05	0.0	0.00894	0.0	0.0	0.0	0.0	0.19658	0.0	0.0	0.0	0.0	0.0	0.00055	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.08505	0.0	0.05101	0.07093	0.00148	0.001	74299
English	0.00474	0.02703	0.0	0.2177	0.03072	0.0	0.15622	0.01009	0.02067	0.0272	0.0	0.0	0.0	0.03069	0.0	0.0	0.0	0.00082	0.0	0.06855	0.0	0.00185	0.00021	0.00617	0.0	0.0	0.00049	0.00109	0.13366	0.0	0.0	0.0	0.0	0.0	0.00012	0.00468	0.0	0.0	0.0	0.0	0.0	0.0	0.09728	6e-05	0.07268	0.0799	0.00689	0.00049	782723
Spanish	0.01334	0.02325	0.0	0.22231	0.01089	0.0	0.18867	0.01052	0.01045	0.00257	0.0	0.0	0.0	0.02753	0.0	0.0	0.0	0.00069	0.0	0.11171	0.0	9e-05	0.0	0.01774	0.0	0.0	2e-05	1e-05	0.10682	0.0	0.0	0.0	0.0	0.0	3e-05	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.09264	0.0	0.04016	0.10543	0.01314	0.0	1245206
Estonian	0.0069	0.03447	0.0	0.15105	0.02536	0.0	0.09791	0.00089	0.02689	0.0106	0.0	0.0	0.0	0.04651	0.0	0.0	0.0	0.00089	0.0	0.01515	0.0	0.00133	0.0	0.01066	0.0	0.0	0.0004	2e-05	0.24186	0.0	0.0	0.0	0.0	0.0	0.00107	0.01354	0.0	0.0	0.0	0.0	0.0	0.0	0.14942	1e-05	0.07773	0.08565	0.00132	0.00038	540882
Basque	0.00401	0.03376	0.0	0.1878	0.07489	0.0	0.08033	0.00792	0.02466	0.01161	0.0	0.0	0.0	0.03756	0.0	0.0	0.0	0.00064	0.0	0.02188	0.0	0.00048	0.0	0.01485	0.0	0.0	0.0	0.0	0.21515	0.0	0.0	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.14296	0.0	0.06511	0.07159	0.00416	0.0003	138560
Persian	0.00201	0.0355	0.0	0.23934	0.01984	0.0	0.16856	0.03086	0.02008	0.04738	0.0	0.0	0.0	0.03979	0.0	0.0	0.0	0.0023	0.0	0.01749	0.0	0.0	9e-05	0.01473	0.0	0.0	0.0	0.0	0.16251	0.0	0.0	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.07071	0.0	0.04578	0.07715	0.00522	0.00029	817020
Finnish	0.00359	0.03338	0.0	0.16528	0.03514	0.0	0.10198	0.0023	0.02586	0.00623	0.0	0.0	0.0	0.04372	0.0	0.0	0.0	0.00111	0.0	0.01825	0.0	0.00202	0.0	0.01224	0.0	0.0	0.00016	0.0	0.26164	0.0	0.0	0.0	0.0	0.0	0.00104	0.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.13358	4e-05	0.08391	0.05798	0.00673	0.00085	431882
Faroese	0.00381	0.04752	0.0	0.22993	0.02043	0.0	0.16235	0.01348	0.03367	0.00912	0.0	0.0	0.0	0.03381	0.0	0.0	0.0	0.00052	0.0	0.01389	0.0	0.00039	0.0	0.00179	0.0	0.0	0.0	0.0	0.11089	0.0	0.0	0.0	0.0	0.0	3e-05	0.00233	0.0	0.0	0.0	0.0	0.0	0.0	0.13753	0.0	0.08508	0.08681	0.00496	0.00166	61928
French	0.00523	0.01909	0.0	0.20631	0.01665	0.00023	0.15973	0.01677	0.0114	9e-05	0.0	0.0	0.0	0.02515	0.0001	0.00054	0.00086	0.0005	0.0	0.12487	0.0	0.00158	0.00038	0.01031	0.0	0.0	3e-05	0.0	0.12873	0.0	0.0	0.0	0.0	0.0	0.00068	0.00292	0.0	0.0	0.0	1e-05	3e-05	3e-05	0.09179	1e-05	0.04778	0.08331	0.04475	0.00012	1401943
OldFrench	0.00321	0.05008	0.0	0.24196	0.0281	0.0	0.17799	0.02263	0.01324	1e-05	0.0	0.0	0.0	0.02536	0.0	0.0	0.0	0.00014	0.0	0.08197	0.0	0.00069	0.00126	0.00545	0.0	0.0	0.0	0.0	0.15027	0.0	0.0	0.0	0.0	0.0	0.0	0.00236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08229	0.08971	0.01799	0.00531	201956
Irish	0.00244	0.02541	0.0	0.21759	0.0	0.0	0.16975	0.00234	0.04549	0.00175	0.0	0.0	0.0	0.03124	0.0	0.0	0.0	0.00035	0.0	0.06423	0.0	0.00026	0.0004	0.0261	0.0	0.0	1e-05	0.00078	0.13848	0.0	0.0	0.0	0.0	0.0	8e-05	0.00499	0.0	0.0	0.0	0.0	0.0	0.0	0.07866	0.0	0.05372	0.10264	0.03288	0.00038	142008
Gaelic	0.00262	0.02903	0.0	0.23231	0.0	0.0	0.15418	0.00629	0.07183	0.00407	0.0	0.0	0.0	0.02862	0.0	0.0	0.0	0.00295	0.0	0.04784	0.0	0.00449	0.00059	0.01253	0.0	0.0	0.0	0.0	0.10866	0.0	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.0	0.0	0.0	0.0	0.0	0.05507	0.00127	0.0727	0.07229	0.08363	0.00119	74854
Galician	0.00038	0.02477	0.0	0.24368	0.00749	0.0	0.19073	0.03406	0.01141	0.00011	0.0	0.0	0.0	0.00494	0.0	0.0	0.0	9e-05	0.0	0.13792	0.0	3e-05	0.0	0.00252	0.0	0.0	0.0	4e-05	0.09756	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.07602	0.0	0.03685	0.10989	0.0212	0.0	210774
Gothic	0.01064	0.07683	0.0	0.23342	0.0	0.0	0.171	0.03187	0.03055	0.0	0.0	0.0	0.0	0.05055	0.0	0.0	0.0	0.00185	0.0	0.04571	0.0	0.01775	0.00221	0.00202	0.0	0.0	0.0	0.0	0.17103	0.0	0.0	0.0	0.0	0.0	0.00262	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07279	0.06979	0.00172	0.00639	65298
AncientGreek	0.00571	0.05072	0.0	0.19103	0.00024	0.0	0.14745	0.02028	0.02306	0.0	0.0	0.0	0.0	0.04204	0.0	0.0	0.0	0.00078	0.0	0.09919	0.0	0.02395	0.00085	0.00059	0.0	0.0	0.0	0.0	0.21952	0.0	0.0	0.0	0.0	0.0	0.00158	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.05226	0.0	0.06304	0.05192	0.00049	0.00454	477597
SwissGerman	0.00284	0.01988	0.0	0.2368	0.06019	0.0	0.14764	0.01249	0.01647	0.00398	0.0	0.0	0.0	0.02328	0.0	0.0	0.0	0.0	0.0	0.06985	0.0	0.0	0.0	0.00568	0.0	0.0	0.0	0.0	0.14935	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.10108	0.0	0.06474	0.07836	0.00568	0.0	1761
MbyáGuaraní	0.00198	0.00403	0.0	0.18399	0.00014	0.0	0.18365	7e-05	0.00014	0.0211	0.0	0.0	0.0	0.00867	0.0	0.0	0.0	0.0002	0.0	0.00253	0.0	0.00089	0.00171	0.00082	0.0	0.0	0.00034	0.00014	0.0797	0.0	0.0	0.0	0.0	0.0	0.0	0.03203	0.0	0.0	0.0	0.0	0.0	0.0	0.1452	0.00068	0.05259	0.09978	0.17907	0.00055	14642
Manx	0.00588	0.03463	0.0	0.23366	0.0	0.0	0.16597	0.00301	0.06469	0.00052	0.0	0.0	0.0	0.0311	0.0	0.0	0.0	0.00013	0.0	0.07919	0.0	0.00131	0.0	0.00392	0.0	0.0	0.0	0.0	0.10102	0.0	0.0	0.0	0.0	0.0	0.00013	0.01111	0.0	0.0	0.0	0.0	0.0	0.0	0.10298	0.00013	0.06678	0.08416	0.0081	0.00157	7652
Hebrew	0.00666	0.02613	0.0	0.17307	0.00383	0.0	0.16211	0.00068	0.00646	0.04733	0.0	0.0	0.0	0.02891	0.0	0.0	0.0	0.00087	0.0	0.09918	0.0	1e-05	9e-05	0.01605	0.0	0.0	2e-05	0.0	0.13427	0.0	0.0	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.09271	0.0	0.04786	0.09215	0.05995	0.0	187882
Hindi	0.00022	0.01437	0.0	0.27651	0.04839	0.0	0.2132	0.00564	0.00928	0.07628	0.0	0.0	0.0	0.01625	0.0	0.0	0.0	0.00017	0.0	0.01618	0.0	0.00034	0.0007	0.00041	0.0	0.0	0.0	0.0	0.09417	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.05223	0.0	0.04635	0.11712	0.01196	1e-05	494784
Croatian	0.00411	0.0318	0.0	0.20559	0.03517	0.0	0.14542	0.00545	0.01955	4e-05	0.0	0.0	0.0	0.03956	0.0	0.0	0.0	0.00076	0.0	0.01426	0.0	0.00845	3e-05	0.02194	0.0	0.0	0.0	0.0001	0.199	0.0	0.0	0.0	0.0	0.0	0.0006	0.00959	0.0	0.0	0.0	0.0	0.0	0.0	0.10073	0.0	0.0606	0.08283	0.01432	0.0001	239902
UpperSorbian	0.01267	0.03561	0.0	0.16506	0.0039	0.0	0.13184	0.00119	0.02023	0.00422	0.0	0.0	0.0	0.05425	0.0	0.0	0.0	0.00239	0.0	0.01888	0.0	8e-05	0.0	0.01107	0.0	0.0	0.0	0.00175	0.21198	0.0	0.0	0.0	0.0	0.0	0.00096	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.161	0.0	0.05895	0.08412	0.01514	0.0	12553
Hungarian	0.00643	0.04082	0.0	0.09817	0.00069	0.0	0.08662	0.0067	0.00417	0.014	0.0	0.0	0.0	0.04024	0.0	0.0	0.0	0.00087	0.0	0.11784	0.0	2e-05	2e-05	0.02233	0.0	0.0	0.00011	0.00045	0.33989	0.0	0.0	0.0	0.0	0.0	0.00186	0.00401	0.0	0.0	0.0	0.0	0.0	0.0	0.12997	0.0	0.0621	0.0217	0.00096	2e-05	44655
Armenian	0.00444	0.03587	0.0	0.16095	0.04411	0.0	0.08983	0.00423	0.02278	0.01273	0.0	0.0	0.0	0.06254	0.0	0.0	0.0	0.00499	0.0	0.03028	0.0	0.00641	0.00073	0.0087	0.0	0.0	0.00113	0.00015	0.1955	0.0	0.0	0.0	0.0	0.0	0.00168	0.01163	0.0	0.0	0.0	0.0	0.0	0.0	0.16936	0.0	0.05544	0.06547	0.01045	0.00058	60101
Indonesian	0.01651	0.02544	1e-05	0.1637	0.00375	0.0	0.1466	0.00578	0.00757	0.04203	0.0	0.0	0.0	0.03225	0.0	0.0	0.0	0.00093	0.0	0.0304	0.0	5e-05	3e-05	0.07249	0.0	0.0	2e-05	0.0	0.1691	0.0	0.0	0.0	0.0	0.0	7e-05	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.12581	0.0	0.06764	0.07866	0.00701	1e-05	193931
Icelandic	0.00772	0.0464	0.0	0.22136	0.01656	0.0	0.16322	0.01397	0.02762	0.01051	0.0	0.0	0.0	0.04193	0.0	0.0	0.0	0.00109	0.0	0.01605	0.0	0.00085	0.0	0.00383	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.09399	0.0	0.07814	0.09625	0.00557	0.0014	1233192
Italian	0.00383	0.02252	0.0	0.20504	0.02079	0.0	0.16259	0.00919	0.01201	0.00228	0.0	0.0	0.0	0.02758	0.0	0.0	0.0	0.00046	0.0	0.12679	0.0	0.00274	0.00033	0.01377	0.0	0.0	1e-05	0.00028	0.11747	0.0	0.0	0.0	0.0	0.0	0.00014	0.01198	0.0	0.0	0.0	0.0	0.0	0.0	0.09514	0.0	0.03942	0.10745	0.01411	0.00409	976419
Khunsari	0.0	0.01266	0.0	0.18987	0.01266	0.0	0.17722	0.0	0.0	0.05063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01266	0.0	0.0	0.0	0.0	0.24051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12658	0.0	0.10127	0.07595	0.0	0.0	79
Kazakh	0.00802	0.01857	0.00028	0.11755	0.02164	0.0	0.07631	0.00093	0.01866	0.01194	0.0	0.0	0.0	0.03788	0.0	0.0	0.0	9e-05	0.0	0.02034	0.0	0.00504	0.0	0.0084	0.0	0.0	0.0	0.0	0.25795	0.0	0.0	0.0	0.0	0.0	0.00121	0.00746	0.0	0.0	0.0	0.0	0.0	0.0	0.19554	0.0	0.10486	0.07519	0.0112	0.00093	10719
Kurmanji	0.00247	0.03003	0.0	0.21465	0.01213	0.0	0.17794	0.00181	0.02277	0.01056	0.0	0.0	0.0	0.04075	0.0	0.0	0.0	0.00115	0.0	0.01749	0.0	0.00231	0.00016	0.00982	0.0	0.0	0.0	0.0	0.16647	0.0	0.0	0.0	0.0	0.0	0.00016	0.00594	0.0	0.0	0.0	0.0	0.0	0.0	0.10551	0.0	0.06798	0.08843	0.02145	0.0	12122
Korean	0.00547	0.01131	0.0	0.15631	0.03947	0.0	0.08858	0.0178	0.01046	0.05527	0.0	0.0	0.0	0.05117	0.0	0.0	0.0	0.00141	0.0	0.01683	0.0	0.0001	0.04283	0.02733	0.0	0.0	9e-05	0.0	0.26184	0.0	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10425	0.0	0.0586	0.03192	0.01892	3e-05	489497
Komi-Permyak	0.00806	0.04488	0.0	0.12773	0.02532	0.0	0.09436	0.0023	0.00575	0.00115	0.0	0.0	0.0	0.05984	0.0	0.0	0.0	0.0	0.0	0.01036	0.0	0.00345	0.0023	0.00575	0.0	0.0	0.0	0.0023	0.19563	0.0	0.0	0.0	0.0	0.0	0.0046	0.0069	0.0	0.0	0.0	0.0	0.0	0.0	0.21749	0.0	0.10242	0.07365	0.0023	0.00345	869
Komi	0.0068	0.03637	0.0	0.1338	0.01833	0.0	0.10512	0.00133	0.00902	0.00177	0.0	0.0	0.0	0.05692	0.0	0.0	0.0	0.00414	0.0	0.0173	0.0	0.0031	0.00015	0.00665	0.0	0.0	0.00074	0.00266	0.23182	0.0	0.0	0.0	0.0	0.0	0.00163	0.00444	0.0	0.0	0.0	0.0	0.0	0.0	0.1848	0.00118	0.0791	0.09033	0.00148	0.00103	6764
Karelian	0.00566	0.04646	0.0	0.14026	0.01757	0.0	0.10363	0.00387	0.01519	0.00953	0.0	0.0	0.0	0.07862	0.0	0.0	0.0	0.00625	0.0	0.01102	0.0	0.00119	0.0	0.0131	0.0	0.0	0.0003	0.0	0.19506	0.0	0.0	0.0	0.0	0.0	0.0006	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.16945	0.0	0.07147	0.09857	0.00566	0.0003	3358
Latin	0.01398	0.04769	0.0	0.20678	0.00619	0.0	0.15237	0.02489	0.02303	8e-05	0.0	0.0	0.0	0.04176	0.0	0.0	0.0	0.00145	0.0	0.03476	0.0	0.00602	0.0012	0.00299	0.0	0.0	0.0	0.0	0.19494	0.0	0.0	0.0	0.0	0.0	0.00185	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.09366	0.00013	0.07533	0.06501	0.0041	0.00101	1092752
Lithuanian	0.00279	0.03894	0.0	0.16607	0.00041	0.0	0.09804	0.05801	0.00962	0.0001	0.0	0.0	0.0	0.06336	0.0	0.0	0.0	0.00155	0.0	0.01317	0.0	9e-05	1e-05	0.00505	0.0	0.0	0.0	2e-05	0.27377	0.0	0.0	0.0	0.0	0.0	0.00012	0.00902	0.0	0.0	0.0	0.0	0.0	0.0	0.16286	0.0	0.0553	0.03808	0.00359	2e-05	85896
Latvian	0.00174	0.03559	0.0	0.16763	0.01089	0.0	0.11833	0.02249	0.01591	0.00132	0.0	0.0	0.0	0.05014	0.0	0.0	0.0	0.00195	0.0	0.02355	0.0	0.01942	4e-05	0.00868	0.0	0.0	2e-05	0.0	0.20763	0.0	0.0	0.0	0.0	0.0	0.00165	0.00517	0.0	0.0	0.0	0.0	0.0	0.0	0.15649	3e-05	0.07807	0.06796	0.00498	0.00033	248443
ClassicalChinese	0.0	0.01302	0.00483	0.21693	0.00984	0.0	0.19402	0.00579	0.00728	0.00888	0.0	0.0	0.0	0.04374	0.0	0.0	0.0	0.0002	0.0	0.01386	0.0	0.03198	0.00076	0.0373	0.0	0.0	0.0	0.00049	0.21772	0.0	0.0	0.0	0.0	0.0	1e-05	0.01779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12635	0.04538	0.00366	0.00017	235913
Moksha	0.00383	0.04467	0.0	0.13593	0.02616	0.0	0.08998	0.00638	0.0134	0.00319	0.0	0.0	0.0	0.0619	0.0	0.0	0.0	0.00447	0.0	0.01085	0.0	0.00255	0.0	0.00766	0.0	0.0	0.0	0.0	0.19528	0.0	0.0	0.0	0.0	0.0	0.00255	0.00574	0.0	0.0	0.0	0.0	0.0	0.0	0.19592	0.0	0.1053	0.08041	0.00255	0.00128	1567
Marathi	0.00071	0.01529	0.0	0.20419	0.03458	0.0	0.14208	0.00988	0.01764	0.01976	0.0	0.0	0.0	0.02235	0.0	0.0	0.0	0.0	0.0	0.02658	0.0	0.01341	0.00188	0.00188	0.0	0.0	0.00024	0.0	0.09339	0.0	0.0	0.0	0.0	0.0	0.00024	0.01764	0.0	0.0	0.0	0.0	0.0	0.0	0.17572	0.0	0.11597	0.07857	0.00118	0.00682	4251
