name	appos	cc	clf	comp	comp:aux	comp:cleft	comp:obj	comp:obl	comp:pred	compound	compound:prt	compound:redup	compound:svc	conj	conj:appos	conj:coord	conj:dicto	conj:emb	conj:obj	det	det:num	discourse	dislocated	flat	flat:foreign	flat:name	goeswith	list	mod	mod:appos	mod:emph	mod:num	mod:periph	mod:poss	orphan	parataxis	parataxis:conj	parataxis:discourse	parataxis:dislocated	parataxis:insert	parataxis:obj	parataxis:parenth	punct	reparandum	subj	udep	unk	vocative	total
Chukot	100.0	0.8130081300813008	0	40.59945504087194	85.1063829787234	0	38.91050583657587	66.66666666666667	11.666666666666666	0	0	0	0	100.0	0	0	0	0	0	20.512820512820515	0	24.666666666666668	43.75	100.0	0	0	0	0	50.52051439069198	0	0	0	0	0	36.36363636363637	98.93048128342247	0	0	0	0	0	0	100.0	4.406779661016949	23.96088019559902	25.58139534883721	29.032258064516128	8.333333333333334	54.16438855476581
Coptic	100.0	0.4103967168262654	0	97.53950206985016	99.89823609226595	0	99.95430660269591	99.84177215189874	6.363636363636363	15.384615384615385	0	0	0	99.91273996509598	0	0	0	100.0	0	8.091216216216216	0	24.137931034482758	29.333333333333332	100.0	0	0	0	0	64.73134708428826	0	0	0	0	0	80.95238095238095	99.32546374367622	0	0	0	0	0	0	68.24214956296537	0.0	62.03518592562975	96.71575846833579	96.85314685314685	82.94573643410853	79.8702009539448
OldChurchSlavonic	100.0	66.96813977389517	0	83.03733919046125	62.62626262626262	0	87.34617442482612	87.78625954198473	53.23173935890699	0	0	0	0	99.97042295178942	0	0	0	100.0	0	59.14768552534901	0	31.056511056511056	8.75912408759124	100.0	0	0	0	0	52.77878349022448	0	0	0	0	0	80.59701492537313	51.388888888888886	0	0	0	0	0	0	0	0	37.69201228878648	74.81834695731153	95.47872340425532	21.026490066225165	71.31767959908993
Welsh	100.0	0.0	0	95.16806722689076	99.03769045709703	0	93.88702192350776	98.86621315192744	95.92034968431277	95.45454545454545	0	0	0	100.0	0	0	0	100.0	0	3.9224526600541028	0	0.0	0	100.0	0	0	0	0	69.53652097389264	0	0	0	0	0	0	100.0	0	0	0	0	0	0	60.12230447376891	0	80.74498567335243	93.7534549474848	23.305084745762713	100.0	78.96011430508803
Danish	97.48603351955308	7.463630613535737	0	94.13455562461156	98.19391634980988	0	94.03133055720801	79.72972972972973	91.49560117302053	77.46835443037975	0	0	0	99.05929304446978	0	0	0	99.25373134328358	0	0.23739956172388604	0	43.75	0	99.69586374695864	0	0	100.0	97.48743718592965	44.77163149981855	0	0	0	0	0	0	100.0	0	0	0	0	0	0	79.02820641642144	0.0	26.296092460099064	85.98627002288329	69.53781512605042	56.25	72.07078506015739
Greek	100.0	1.0858835143139192	0	95.51378070701018	99.0495867768595	0	95.9340548194599	70.99567099567099	86.85503685503686	59.09090909090909	0	0	0	100.0	0	0	0	100.0	0	1.5417594195729245	0	14.285714285714286	0	100.0	0	0	0	0	53.03984663836779	0	0	0	0	0	65.85365853658537	82.30088495575221	0	0	0	0	0	0	59.123278999841745	0	30.949868073878626	83.81404174573055	82.72727272727273	24.324324324324323	62.072167862286165
English	98.65374259558428	0.26945258579937603	0	96.98997048070095	99.59248170326015	0	96.37789608838948	99.53134895503483	96.5073870309699	12.305669062044995	0	0	0	99.93339438847723	0	0	0	100.0	0	0.19195288767960642	0	25.79529737206086	53.374233128834355	97.37114469054026	0	0	98.96640826873384	99.64953271028037	37.700138603450746	0	0	0	0	0	82.29166666666667	95.68306010928961	0	0	0	0	0	0	69.07347823231991	20.408163265306122	7.2407973842421685	87.89574672209785	58.70895937673901	46.981627296587924	67.21266654998
Spanish	99.98194511314395	0.9738577891356148	0	92.57078453613461	97.37366285503504	0	95.68382071255267	46.90387111552264	91.49246849062403	82.74890419536631	0	0	0	99.63532397817778	0	0	0	98.49187935034803	0	0.8029732294332461	0	7.339449541284404	0	99.77812995245642	0	0	100.0	100.0	62.64208816984423	0	0	0	0	0	97.61904761904762	86.48103309120258	0	0	0	0	0	0	58.8208266870102	0	19.624822510649363	89.86342897621242	79.80927929580048	50.0	71.01186470351091
Estonian	100.0	0.2413515687851971	0	72.09302325581395	96.96682464454976	0	65.47706716516551	86.66666666666667	72.24666575003437	51.50933519455592	0	0	0	99.9642204023217	0	0	0	99.79123173277662	0	1.953125	0	26.21359223300971	0	100.0	0	0	100.0	100.0	24.329034773236305	0	0	0	0	0	64.65517241379311	82.03797295451442	0	0	0	0	0	0	56.34635848449603	83.33333333333333	41.142612501189234	50.60331987825674	86.43356643356644	49.509803921568626	52.08270935250202
Basque	99.09909909909909	7.182556648140231	0	13.94642788516967	8.711573672545052	0	15.588499550763702	34.73108477666363	17.822651448639157	0.0	0	0	0	99.67332820906995	0	0	0	97.75280898876404	0	61.675461741424805	0	36.36363636363637	0	100.0	0	0	0	0	27.88567978263057	0	0	0	0	0	0	93.87755102040816	0	0	0	0	0	0	65.00403877221325	0	20.67169142097096	26.18951612903226	94.61805555555556	66.66666666666667	31.49538106235566
Persian	99.32926829268293	0.7585160667494139	0	56.514579689689384	47.27328809376928	0	69.63047408816631	26.80547293277811	1.2009266032674957	0.2350753015938622	0	0	0	99.71087598425197	0	0	0	99.46865037194473	0	0.09795689896445564	0	0	2.857142857142857	100.0	0	0	100.0	0	78.14641861866386	0	0	0	0	0	0	93.79310344827586	0	0	0	0	0	0	88.49655554401635	0	2.502272362722558	36.719865469429195	95.0984990619137	9.583333333333334	55.39937822819515
Finnish	100.0	0.3260040230283693	0	79.94424286574859	98.75469460367661	0	71.60437763952591	99.49698189134809	85.53008595988538	23.205652658981034	0	0	0	99.81464809617115	0	0	0	100.0	0	0.8118736521628821	0	48.62700228832952	0	100.0	0	0	100.0	0	36.89855662439491	0	0	0	0	0	54.44444444444444	99.68676585747846	0	0	0	0	0	0	74.04146155446162	0.0	20.71801098264301	61.96086261980831	74.98279421885753	44.986449864498645	58.53913800528848
Faroese	100.0	6.150186884131839	0	91.88145234918183	87.27272727272727	0	95.6534712552218	96.16766467065868	74.77218225419664	86.01769911504425	0	0	0	100.0	0	0	0	100.0	0	3.255813953488372	0	8.333333333333334	0	99.09909909909909	0	0	0	0	55.934177952526575	0	0	0	0	0	100.0	99.30555555555556	0	0	0	0	0	0	93.91804626042034	0	28.75308407667489	86.83035714285714	63.51791530944625	18.446601941747574	77.05238341299574
French	99.93186154265467	0.4185038487407518	0	95.3971365646382	99.94860593601439	100.0	97.3068558848615	82.78604849000425	93.15265694435752	99.16666666666667	0	0	0	99.99149056871366	100.0	100.0	100.0	100.0	0	0.06054997657972604	0	56.51781686964366	38.97338403041825	100.0	0	100.0	100.0	0	67.62344362127148	0	0	0	0	0	95.29780564263324	91.52418172936004	0	0	0	85.71428571428571	97.87234042553192	81.81818181818181	67.06375108790252	4.761904761904762	7.463087649104997	94.07791095890411	90.81635905772848	23.69942196531792	71.22358041660752
OldFrench	100.0	0.11865915158706615	0	74.18602271564515	89.1453744493392	0	76.7762755243977	32.74994530737256	78.45117845117845	100.0	0	0	0	100.0	0	0	0	100.0	0	0.11477588498248158	0	0.7142857142857143	41.338582677165356	100.0	0	0	0	0	42.05687547368768	0	0	0	0	0	0	27.463312368972748	0	0	0	0	0	0	0	0	23.045911306336123	56.179279130098806	4.1288191577208915	13.712686567164178	52.852106399413735
Irish	100.0	0.1662510390689942	0	91.10327195054856	0	0	89.00273790757488	97.89789789789789	98.59133126934985	99.19678714859438	0	0	0	100.0	0	0	0	100.0	0	17.706391842999672	0	48.648648648648646	87.71929824561404	99.35257620717562	0	0	100.0	43.24324324324324	84.61734045258073	0	0	0	0	0	91.66666666666667	91.66666666666667	0	0	0	0	0	0	54.13123265598424	0	88.83062401678028	91.63693743139407	33.96872992075391	61.111111111111114	78.79978592755337
Gaelic	100.0	0.0	0	95.19236298809592	0	0	93.48410016463045	98.08917197452229	98.60517016923936	100.0	0	0	0	100.0	0	0	0	100.0	0	6.1993856464674675	0	18.452380952380953	2.272727272727273	100.0	0	0	0	0	72.17850995820015	0	0	0	0	0	0	98.46678023850085	0	0	0	0	0	0	62.71227559437166	0.0	98.56670341786108	94.16004435409351	33.05111821086262	76.40449438202248	78.58364282469874
Galician	100.0	78.83141762452107	0	90.42872162298976	84.28390367553865	0	90.47014925373135	92.88201699401031	86.44490644490645	100.0	0	0	0	100.0	0	0	0	100.0	0	1.3415431185717726	0	16.666666666666668	0	100.0	0	0	0	100.0	77.84369984924379	0	0	0	0	0	0.0	85.48387096774194	0	0	0	0	0	0	67.8919121318023	0	21.552723059096177	91.80122614627408	86.21307072515667	0.0	72.50941767011112
Gothic	100.0	61.291608530994615	0	79.56961028736386	0	0	86.81712341035286	78.90437289764536	39.69924812030075	0	0	0	0	100.0	0	0	0	100.0	0	20.502512562814072	0	30.284728213977566	16.666666666666668	100.0	0	0	0	0	53.760744985673355	0	0	0	0	0	74.85380116959064	67.07317073170732	0	0	0	0	0	0	0	0	34.52556280244056	73.8424402018872	97.32142857142857	25.899280575539567	67.34815767711109
AncientGreek	100.0	76.13720795839181	0	70.2548364114649	64.34782608695652	0	74.44300867614274	65.12132163138874	48.047584453323644	0	0	0	0	99.9601593625498	0	0	0	99.73190348525469	0	11.930343007915567	0	23.854895104895103	18.06930693069307	100.0	0	0	0	0	39.290347195726824	0	0	0	0	0	67.06507304116866	67.59776536312849	0	0	0	0	0	0	83.97243258404455	0	33.74298335935165	57.39747570466551	94.39655172413794	28.294930875576036	55.83619662602571
SwissGerman	100.0	0.0	0	75.77937649880096	83.9622641509434	0	76.92307692307692	54.54545454545455	51.724137931034484	85.71428571428571	0	0	0	100.0	0	0	0	0	0	0.0	0	0	0	100.0	0	0	0	0	37.6425855513308	0	0	0	0	0	0	100.0	0	0	0	0	0	0	86.51685393258427	0	27.19298245614035	50.72463768115942	20.0	0	59.79557069846678
MbyáGuaraní	100.0	8.474576271186441	0	11.507052709725315	50.0	0	11.4540721457791	100.0	0.0	96.44012944983818	0	0	0	100.0	0	0	0	100.0	0	0.0	0	15.384615384615385	40.0	100.0	0	0	100.0	100.0	25.878320479862897	0	0	0	0	0	0	70.36247334754798	0	0	0	0	0	0	75.82314205079962	10.0	13.376623376623376	29.568788501026695	97.78794813119755	25.0	44.11282611665073
Manx	100.0	0.0	0	98.37807606263982	0	0	97.79527559055119	100.0	99.79797979797979	100.0	0	0	0	100.0	0	0	0	100.0	0	4.29042904290429	0	0.0	0	100.0	0	0	0	0	83.69987063389392	0	0	0	0	0	100.0	100.0	0	0	0	0	0	0	50.0	0.0	99.60861056751467	93.16770186335404	98.38709677419355	66.66666666666667	80.59330893883951
Hebrew	99.60063897763578	0.4480651731160896	0	98.50539717686134	99.58275382475661	0	98.7030896017336	96.875	93.0750206100577	97.5036545597661	0	0	0	100.0	0	0	0	100.0	0	3.0963241212771666	0	50.0	0.0	100.0	0	0	100.0	0	78.1028263368613	0	0	0	0	0	0	81.73076923076923	0	0	0	0	0	0	76.42668503846595	0	30.727313167259787	86.59388898515566	34.84552556818182	0	73.52700098998308
Hindi	99.09909909909909	0.3655793025871766	0	11.968804362126683	14.396692143841625	0	12.18159583645378	1.003584229390681	1.0883761427949499	0.6730081343896558	0	0	0	99.31609052474509	0	0	0	98.80952380952381	0	0.0999000999000999	0	80.23952095808383	89.94252873563218	100.0	0	0	0	100.0	5.5114392411040045	0	0	0	0	0	0	100.0	0	0	0	0	0	0	79.731455326394	0	1.3692059477608687	2.1554178818575593	82.43243243243244	14.285714285714286	14.46712100633812
Croatian	100.0	1.009306593262551	0	87.74152997708887	69.26632689344554	0	93.12064665921403	75.8990053557766	84.26439232409382	50.0	0	0	0	99.96839110736487	0	0	0	100.0	0	0.46756282875511396	0	10.946745562130177	0.0	99.90501519756839	0	0	0	87.5	39.08171173624348	0	0	0	0	0	36.111111111111114	81.56521739130434	0	0	0	0	0	0	57.39706186633561	0	36.63754557336452	77.16773187056515	49.21420256111758	45.833333333333336	66.5367525072738
UpperSorbian	100.0	1.1185682326621924	0	87.35521235521236	100.0	0	91.23867069486406	53.333333333333336	86.61417322834646	47.16981132075472	0	0	0	99.85315712187959	0	0	0	100.0	0	0.8438818565400844	0	100.0	0	100.0	0	0	0	100.0	31.792559188275085	0	0	0	0	0	75.0	98.30508474576271	0	0	0	0	0	0	60.564077189510144	0	28.243243243243242	57.48106060606061	73.15789473684211	0	61.75416235162909
Hungarian	85.01742160278745	21.283598464070213	0	51.75638686131387	32.25806451612903	0	50.82730093071355	77.59197324414716	32.795698924731184	64.16	0	0	0	99.94435169727323	0	0	0	100.0	0	0.05701254275940707	0	0.0	100.0	100.0	0	0	100.0	100.0	12.406114112531295	0	0	0	0	0	37.34939759036145	76.53631284916202	0	0	0	0	0	0	67.79807029634735	0	27.948070681572304	18.369453044375646	86.04651162790698	0.0	34.5045347665435
Armenian	100.0	0.6957328385899815	0	42.00351493848858	41.41833270463976	0	49.91665123170957	41.732283464566926	11.97954711468225	26.9281045751634	0	0	0	99.94679436020218	0	0	0	100.0	0	0.054945054945054944	0	16.363636363636363	77.27272727272727	100.0	0	0	100.0	100.0	10.757446808510638	0	0	0	0	0	66.33663366336634	54.07725321888412	0	0	0	0	0	0	37.20404754887514	0	19.717887154861945	35.80686149936468	97.92993630573248	34.285714285714285	35.86961947388563
Indonesian	98.62585883822611	4.398054316984191	0.0	96.86899549563738	99.86263736263736	0	96.99964825888146	94.01785714285714	95.03063308373044	97.87730061349693	0	0	0	99.93604093380236	0	0	0	100.0	0	58.45631891433418	0	20.0	50.0	100.0	0	0	100.0	0	68.22187662001036	0	0	0	0	0	100.0	88.47583643122677	0	0	0	0	0	0	72.42806787441593	0	6.464892887093085	86.31178707224335	90.1470588235294	100.0	78.79709793689509
Icelandic	99.97899380317193	14.665990841402454	0	88.95246607859801	81.94505655942412	0	92.62977996154667	94.52508128193219	68.60171482264505	64.16666666666667	0	0	0	99.95745421493358	0	0	0	99.70304380103934	0	12.998433314802648	0	16.379310344827587	0.0	100.0	0	0	0	0	58.42011480762255	0	0	0	0	0	0	94.22268907563026	0	0	0	0	0	0	93.30750780805135	0	43.777305038136255	81.58779371993293	72.30545454545455	66.0693641618497	75.9784364478524
Italian	100.0	1.4188267394270122	0	96.50110386302109	99.77335435553803	0	97.68448237850777	78.32627590817918	92.08013640238704	99.73021582733813	0	0	0	99.97771670504345	0	0	0	100.0	0	0.18336322073054492	0	53.93803658081374	44.23676012461059	99.9702469503124	0	0	100.0	100.0	62.07801492641417	0	0	0	0	0	68.18181818181819	81.7249337550218	0	0	0	0	0	0	77.15392895586652	0	22.576958046499545	88.49163608635563	49.83309143686502	27.77638505891201	71.44156350910828
Khunsari	0	0.0	0	66.66666666666667	100.0	0	64.28571428571429	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	26.31578947368421	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0.0	33.333333333333336	0	0	49.36708860759494
Kazakh	100.0	3.0150753768844223	100.0	0.9523809523809523	1.293103448275862	0	0.8557457212713936	0.0	1.0	3.125	0	0	0	100.0	0	0	0	100.0	0	0.0	0	59.25925925925926	0	100.0	0	0	0	0	3.146473779385172	0	0	0	0	0	15.384615384615385	47.5	0	0	0	0	0	0	70.8969465648855	0	0.8896797153024911	0.49627791563275436	0.0	30.0	21.28929937494169
Kurmanji	100.0	10.989010989010989	0	60.146041506533436	96.59863945578232	0	63.792304126101065	100.0	9.057971014492754	6.25	0	0	0	99.19028340080972	0	0	0	100.0	0	0.0	0	7.142857142857143	0.0	96.63865546218487	0	0	0	0	67.93855302279485	0	0	0	0	0	50.0	97.22222222222223	0	0	0	0	0	0	71.0711493354183	0	0.970873786407767	16.138059701492537	44.23076923076923	0	53.423527470714404
Korean	80.44046285927585	0.9754335260115607	0.0	1.781396625410061	1.8786875064693096	0	2.2694250328651493	0.12626262626262627	0.09765625	0.014784697837737941	0	0	0	99.88022517666786	0	0	0	99.85507246376811	0	0.594732370433305	0	41.666666666666664	0.019080328181644724	100.0	0	0	100.0	0	0.6124630376606253	0	0	0	0	0	50.0	0	0	0	0	0	0	0	92.20835211350409	0	0.4044207370219294	0.23683031428022788	43.91534391534392	18.75	19.65405303811872
Komi-Permyak	100.0	0.0	0	65.76576576576576	95.45454545454545	0	56.09756097560975	100.0	80.0	0.0	0	0	0	100.0	0	0	0	0	0	0.0	0	100.0	0.0	100.0	0	0	0	100.0	24.11764705882353	0	0	0	0	0	100.0	100.0	0	0	0	0	0	0	54.4973544973545	0	32.58426966292135	48.4375	100.0	0.0	49.59723820483314
Komi	100.0	1.2195121951219512	0	56.13259668508287	95.16129032258064	0	49.648382559774966	77.77777777777777	49.18032786885246	8.333333333333334	0	0	0	100.0	0	0	0	100.0	0	0.8547008547008547	0	52.38095238095238	0.0	100.0	0	0	100.0	100.0	17.21938775510204	0	0	0	0	0	90.9090909090909	86.66666666666667	0	0	0	0	0	0	53.92	0.0	24.85981308411215	47.299509001636665	100.0	57.142857142857146	43.98285038438794
Karelian	100.0	0.0	0	77.07006369426752	100.0	0	73.5632183908046	69.23076923076923	76.47058823529412	56.25	0	0	0	99.24242424242425	0	0	0	95.23809523809524	0	10.81081081081081	0	0.0	0	100.0	0	0	100.0	0	19.69465648854962	0	0	0	0	0	0.0	95.23809523809524	0	0	0	0	0	0	59.22671353251318	0	17.083333333333332	57.40181268882175	100.0	0.0	54.496724240619415
Latin	100.0	23.184679152594413	0	74.39613740363424	20.763087843833187	0	82.67478664048095	52.029859527837026	59.12179614544009	84.70588235294117	0	0	0	99.90576994718734	0	0	0	99.93690851735016	0	28.295379755166515	0	23.78780969752242	53.089244851258584	100.0	0	0	0	0	50.96799331511891	0	0	0	0	0	71.39328063241106	65.00579374275782	0	0	0	0	0	0	56.15332753583538	44.680851063829785	26.824586977648202	52.000844535153774	99.53083109919571	29.981884057971016	60.30590655519276
Lithuanian	100.0	2.1823617339312404	0	78.32457062740974	97.14285714285714	0	90.32181451134069	55.348183825005016	93.82566585956417	0.0	0	0	0	100.0	0	0	0	100.0	0	1.945181255526083	0	12.5	0.0	100.0	0	0	0	100.0	17.42218064296649	0	0	0	0	0	90.0	39.483870967741936	0	0	0	0	0	0	50.81135177639574	0	28.694736842105264	54.53989605625191	85.71428571428571	50.0	50.78816242898389
Latvian	100.0	0.11310937676733401	0	86.21956490419248	98.96526237989653	0	88.04040953773938	71.1882605583393	85.20111307867442	88.37920489296636	0	0	0	100.0	0	0	0	100.0	0	1.1794871794871795	0	13.803108808290155	0.0	100.0	0	0	100.0	0	18.456915770088205	0	0	0	0	0	45.853658536585364	54.98442367601246	0	0	0	0	0	0	50.799897119341566	28.571428571428573	26.156225831399844	51.82728188118225	86.41875505254649	53.65853658536585	53.729829377362215
ClassicalChinese	0	0.0	95.78947368421052	88.46747562381539	99.7845756139595	0	87.14060997990038	99.34162399414777	99.88351776354106	13.514804202483285	0	0	0	99.86431478968792	0	0	0	100.0	0	0.03058103975535168	0	94.80450629555997	26.256983240223462	100.0	0	0	0	96.52173913043478	3.7691768553850946	0	0	0	0	0	100.0	99.90471653168176	0	0	0	0	0	0	0	0	0.3187063875469673	26.134877638707266	74.50753186558516	10.256410256410257	54.28272286817598
Moksha	100.0	0.0	0	68.07511737089202	95.1219512195122	0	63.12056737588652	30.0	66.66666666666667	0.0	0	0	0	100.0	0	0	0	100.0	0	11.764705882352942	0	0.0	0	100.0	0	0	0	0	17.647058823529413	0	0	0	0	0	100.0	88.88888888888889	0	0	0	0	0	0	61.237785016286644	0	21.21212121212121	56.34920634920635	75.0	50.0	49.64901084875559
Marathi	100.0	1.5384615384615385	0	6.566820276497696	5.442176870748299	0	5.629139072847682	26.19047619047619	5.333333333333333	38.095238095238095	0	0	0	100.0	0	0	0	0	0	0.0	0	70.17543859649123	37.5	100.0	0	0	100.0	0	3.022670025188917	0	0	0	0	0	100.0	100.0	0	0	0	0	0	0	83.66800535475234	0	2.636916835699797	2.095808383233533	80.0	27.586206896551722	24.51187955775112
Maltese	100.0	0.26195153896529144	0	98.43587970964397	99.43865276663993	0	98.48290348932197	97.95037756202805	96.98431845597105	23.25581395348837	0	0	0	100.0	0	0	0	100.0	0	1.7726006583945302	0	28.846153846153847	0.0	100.0	0	0	100.0	76.47058823529412	67.05349561279365	0	0	0	0	0	100.0	90.27027027027027	0	0	0	0	0	0	88.0735884965109	100.0	25.11174319382365	82.74492497793469	7.975460122699387	31.428571428571427	73.61328270419179
Mundurukú	100.0	100.0	100.0	6.521739130434782	0	0	6.521739130434782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.66666666666667	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	8.333333333333334	35.714285714285715	90.0	0	33.72549019607843
Erzya	100.0	0.8620689655172413	0	64.36936936936937	95.5032119914347	0	55.89547482472913	66.66666666666667	53.54330708661417	24.107142857142858	0	0	0	100.0	0	0	0	100.0	0	2.9508196721311477	0	27.966101694915253	44.44444444444444	97.22222222222223	0	0	0	0	13.136815123357898	0	0	0	0	0	65.51724137931035	75.43859649122807	0	0	0	0	0	0	55.411994149195515	100.0	35.45398394070414	53.490990990990994	93.26923076923077	41.791044776119406	49.25516307414513
